ID,especie,long_dec,lat_dec,ano_final
Vertebrado terrestre,Sus scrofa,-51.2507141126807,-23.4430505487467,2015
Vertebrado terrestre,Sus scrofa,-51.2510682596182,-23.4439532673231,2015
Vertebrado terrestre,Sus scrofa,-51.2514422652029,-23.4450004789891,2015
Vertebrado terrestre,Sus scrofa,-51.2515520603826,-23.4461113457672,2015
Vertebrado terrestre,Sus scrofa,-51.2516124440294,-23.4469784043749,2015
Vertebrado terrestre,Sus scrofa,-51.2535325653828,-23.442485957804,2015
Vertebrado terrestre,Sus scrofa,-51.2537400691773,-23.4434882700297,2015
Vertebrado terrestre,Sus scrofa,-51.253849606055,-23.4444546096892,2015
Vertebrado terrestre,Sus scrofa,-51.2539200529378,-23.4454571442395,2015
Vertebrado terrestre,Sus scrofa,-51.2536875032693,-23.4467221247509,2015
Vertebrado terrestre,Sus scrofa,-50.5712007980376,-23.1517663868542,2015
Vertebrado terrestre,Sus scrofa,-50.5710098181343,-23.1534550561662,2015
Vertebrado terrestre,Sus scrofa,-50.5716619061801,-23.1542156100555,2015
Vertebrado terrestre,Sus scrofa,-50.5726469133645,-23.1547331709368,2015
Vertebrado terrestre,Sus scrofa,-50.5731818769642,-23.1554663016176,2015
Vertebrado terrestre,Sus scrofa,-50.5735444951152,-23.1550969265066,2015
Vertebrado terrestre,Sus scrofa,-50.5732239279407,-23.1545269735578,2015
Vertebrado terrestre,Sus scrofa,-50.5726700319914,-23.1536040966033,2015
Vertebrado terrestre,Sus scrofa,-50.5733564417981,-23.1527839446016,2015
Vertebrado terrestre,Sus scrofa,-51.4915237862643,-22.7794764233527,2015
Vertebrado terrestre,Sus scrofa,-51.4918094698154,-22.7803608224935,2015
Vertebrado terrestre,Sus scrofa,-51.4918032249365,-22.781336455583,2015
Vertebrado terrestre,Sus scrofa,-51.4919039147686,-22.7822485247163,2015
Vertebrado terrestre,Sus scrofa,-51.4917228002716,-22.7833601984531,2015
Vertebrado terrestre,Sus scrofa,-51.4916090684007,-22.784245827827,2015
Vertebrado terrestre,Sus scrofa,-51.4916999525716,-22.7851398600465,2015
Vertebrado terrestre,Sus scrofa,-51.4917121880002,-22.7858353984806,2015
Vertebrado terrestre,Sus scrofa,-51.4915881617189,-22.7865674905867,2015
Vertebrado terrestre,Sus scrofa,-51.4915813331366,-22.7873805225627,2015
Vertebrado terrestre,Sus scrofa,-51.191454313832,-22.8163434471651,2015
Vertebrado terrestre,Sus scrofa,-51.1907046535701,-22.816832161411,2015
Vertebrado terrestre,Sus scrofa,-51.1900625812088,-22.8176098196952,2015
Vertebrado terrestre,Sus scrofa,-51.189244845262,-22.8182070116635,2015
Vertebrado terrestre,Sus scrofa,-51.1881147460019,-22.8184251564379,2015
Vertebrado terrestre,Sus scrofa,-51.187062083539,-22.8182637903146,2015
Vertebrado terrestre,Sus scrofa,-51.1860490776235,-22.8185992200395,2015
Vertebrado terrestre,Sus scrofa,-51.185074679899,-22.8186635899084,2015
Vertebrado terrestre,Sus scrofa,-51.1842471101027,-22.8192155996293,2015
Vertebrado terrestre,Sus scrofa,-51.1835952085401,-22.8199661423946,2015
Vertebrado terrestre,Sus scrofa,-50.9518566558926,-22.9394976099271,2015
Vertebrado terrestre,Sus scrofa,-50.9522854684699,-22.9404733588604,2015
Vertebrado terrestre,Sus scrofa,-50.9528216649986,-22.9411962001482,2015
Vertebrado terrestre,Sus scrofa,-50.953260178394,-22.9423616528678,2015
Vertebrado terrestre,Sus scrofa,-50.9538158950594,-22.9430844963897,2015
Vertebrado terrestre,Sus scrofa,-50.9510763100854,-22.9396780415861,2015
Vertebrado terrestre,Sus scrofa,-50.951173511638,-22.9406085233657,2015
Vertebrado terrestre,Sus scrofa,-50.9512316610446,-22.9416473951207,2015
Vertebrado terrestre,Sus scrofa,-50.9512801319424,-22.9424784930115,2015
Vertebrado terrestre,Sus scrofa,-50.9512699837027,-22.9435805780927,2015
Vertebrado terrestre,Sus scrofa,-51.3190749028814,-23.4010403753583,2015
Vertebrado terrestre,Sus scrofa,-51.3194784614327,-23.4019970373145,2015
Vertebrado terrestre,Sus scrofa,-51.3195004197342,-23.4029906101613,2015
Vertebrado terrestre,Sus scrofa,-51.3197280371244,-23.4040379596002,2015
Vertebrado terrestre,Sus scrofa,-51.3198479561172,-23.4050674632188,2015
Vertebrado terrestre,Sus scrofa,-51.3199179857463,-23.4056996218223,2015
Vertebrado terrestre,Sus scrofa,-51.3213967029788,-23.4060488702009,2015
Vertebrado terrestre,Sus scrofa,-51.3227279621164,-23.4061274226259,2015
Vertebrado terrestre,Sus scrofa,-51.3236968754833,-23.4061163858299,2015
Vertebrado terrestre,Sus scrofa,-51.3247930445441,-23.4061141114825,2015
Vertebrado terrestre,Sus scrofa,-51.050339852292,-23.4666751831423,2015
Vertebrado terrestre,Sus scrofa,-51.0498998444699,-23.4683373795573,2015
Vertebrado terrestre,Sus scrofa,-51.0511732242166,-23.4694389814739,2015
Vertebrado terrestre,Sus scrofa,-51.0533457539486,-23.466195439854,2015
Vertebrado terrestre,Sus scrofa,-51.0357761488629,-23.4909776932778,2015
Vertebrado terrestre,Sus scrofa,-51.0518669800803,-23.465653964053,2015
Vertebrado terrestre,Sus scrofa,-51.2507141126807,-23.4430505487467,2015
Vertebrado terrestre,Sus scrofa,-51.2516124440294,-23.4469784043749,2015
Vertebrado terrestre,Sus scrofa,-51.2535325653828,-23.442485957804,2015
Vertebrado terrestre,Sus scrofa,-51.2536875032693,-23.4467221247509,2015
Vertebrado terrestre,Sus scrofa,-51,-23.0000021381935,2015
Vertebrado terrestre,Sus scrofa,-51.2434390515893,-23.4478133592192,2015
Vertebrado terrestre,Sus scrofa,-51.2423384916409,-23.4509675455902,2015
Vertebrado terrestre,Sus scrofa,-51.2412381754143,-23.4542843145699,2015
Vertebrado terrestre,Sus scrofa,-51.2389603713505,-23.4562118209735,2015
Vertebrado terrestre,Sus scrofa,-51.241139415593,-23.4592073800212,2015
Vertebrado terrestre,Sus scrofa,-51.244185359926,-23.459681383919,2015
Vertebrado terrestre,Sus scrofa,-51.2463931319343,-23.4622342120341,2015
Vertebrado terrestre,Sus scrofa,-51.2469374529132,-23.4442850408946,2015
Vertebrado terrestre,Sus scrofa,-51.2482850939936,-23.4477063632206,2015
Vertebrado terrestre,Sus scrofa,-51.2607195589177,-23.4480564334226,2015
Vertebrado terrestre,Sus scrofa,-50.9462830385805,-22.9999207621266,2015
Vertebrado terrestre,Sus scrofa,-50.945327006141,-22.9993332611134,2015
Vertebrado terrestre,Sus scrofa,-50.9446149149633,-22.9987729401177,2015
Vertebrado terrestre,Sus scrofa,-50.94378574073,-22.9982035409378,2015
Vertebrado terrestre,Sus scrofa,-50.9442154591122,-22.997282281278,2015
Vertebrado terrestre,Sus scrofa,-50.9432793694469,-22.9957372292426,2015
Vertebrado terrestre,Sus scrofa,-50.9424989265253,-22.9953575430266,2015
Vertebrado terrestre,Sus scrofa,-50.9416305501838,-22.9952578575157,2015
Vertebrado terrestre,Sus scrofa,-50.9411429918386,-22.9945259677016,2015
Vertebrado terrestre,Aquarana catesbeianus,-51.87277778,-23.39444444,2006
Vertebrado terrestre,Aquarana catesbeianus,-51.90833333,-23.47777778,2006
Vertebrado terrestre,Aquarana catesbeianus,-51.90361111,-23.35555556,2006
Vertebrado terrestre,Aquarana catesbeianus,-51.88,-23.33222222,2006
Vertebrado terrestre,Aquarana catesbeianus,-48.84138889,-25.49861111,2002
Vertebrado terrestre,Aquarana catesbeianus,-49.03416667,-25.24,2009
Vertebrado terrestre,Aquarana catesbeianus,-53.11666667,-25.45,1997
Vertebrado terrestre,Aquarana catesbeianus,-49.05,-25.68333333,2003
Vertebrado terrestre,Aquarana catesbeianus,-49.43333333,-25.71666667,
Vertebrado terrestre,Aquarana catesbeianus,-49.30833333,-25.3875,2005
Vertebrado terrestre,Aquarana catesbeianus,-49.033333,-25.283333,2001
Vertebrado terrestre,Aquarana catesbeianus,-48.616667,-24.983333,2012
Vertebrado terrestre,Aquarana catesbeianus,-49.034167,-25.24,2009
Vertebrado terrestre,Aquarana catesbeianus,-49.49305556,-25.41055556,2010
Vertebrado terrestre,Aquarana catesbeianus,-49.47666667,-25.42777778,2010
Vertebrado terrestre,Aquarana catesbeianus,-49.47333333,-25.43361111,2010
Vertebrado terrestre,Aquarana catesbeianus,-51.25,-23.45000076,
Vertebrado terrestre,Aquarana catesbeianus,-50.58333333,-24.28333333,2001
Vertebrado terrestre,Aquarana catesbeianus,-50.68333333,-24.11666667,2001
Vertebrado terrestre,Aquarana catesbeianus,-48.99111111,-25.36222222,2009
Invertebrado terrestre,Pheidole megacephala,-49.236687,-25.442532,2013
Invertebrado terrestre,Pheidole megacephala,-49.236687,-25.442532,2015
Invertebrado terrestre,Monomorium floricola,-48.6576,-25.3058,2017
Invertebrado terrestre,Cardiocondyla nuda,-53.12729,-26.32196,
Invertebrado terrestre,Cardiocondyla nuda,-53.08747,-26.37242,
Invertebrado terrestre,Tapinoma melanocephalum,-48889,-25576,
Invertebrado terrestre,Monomorium pharaonis,-51.25,-23.43333,
Invertebrado terrestre,Paratrechina longicornis,-53.2459,-25.1112,2016
Invertebrado terrestre,Monomorium floricola,-53.2459,-25.1112,2016
Invertebrado terrestre,Tapinoma melanocephalum,-51.93825,-23.42493,2002
Invertebrado terrestre,Paratrechina longicornis,-51.93825,-23.42493,2002
Invertebrado terrestre,Monomorium pharaonis,-51.93825,-23.42493,2002
Invertebrado terrestre,Monomorium floricola,-51.93825,-23.42493,2002
Invertebrado terrestre,Tapinoma melanocephalum,-49.0911,-25.7303,2017
Invertebrado terrestre,Tapinoma melanocephalum,-48.9226,-25.3423,2017
Invertebrado terrestre,Tapinoma melanocephalum,-52.14139,-25.96556,2016
Invertebrado terrestre,Paratrechina longicornis,-52.14139,-25.96556,2016
Invertebrado terrestre,Monomorium floricola,-52.14139,-25.96556,2016
Invertebrado terrestre,Paratrechina longicornis,-53.41472,-25.17361,2016
Invertebrado terrestre,Monomorium floricola,-53.41472,-25.17361,2016
Invertebrado terrestre,Tapinoma melanocephalum,-48889,-25576,2002
Vertebrado terrestre,Brotogeris tirica,-51.25,-23.45,1996
Vertebrado terrestre,Brotogeris tirica,-51.255277,-23.477222,1996
Vertebrado terrestre,Brotogeris tirica,-51.255277,-23.487777,1996
Vertebrado terrestre,Brotogeris tirica,-51.033333,-23.266666,1996
Vertebrado terrestre,Brotogeris tirica,-49.808055,-25.304166,1991
Vertebrado terrestre,Brotogeris tirica,-49.830833,-25.299166,1991
Vertebrado terrestre,Brotogeris tirica,-49.825555,-25315,1991
Vertebrado terrestre,Brotogeris tirica,-51.10216667,-23.49370278,2000
Vertebrado terrestre,Brotogeris tirica,-51.3255,-23.40627778,2000
Vertebrado terrestre,Brotogeris tirica,-51.19398611,-23.48831944,2000
Vertebrado terrestre,Brotogeris tirica,-51.252222,-23.452222,2004
Vertebrado terrestre,Brotogeris tirica,-51.035694,-23.470278,2004
Vertebrado terrestre,Brotogeris tirica,-50.569722,-24.350556,2004
Vertebrado terrestre,Brotogeris tirica,-49.814722,-25.303333,2004
Vertebrado terrestre,Brotogeris tirica,-48.640278,-25.2241944,2004
Vertebrado terrestre,Brotogeris tirica,-48.658056,-25.323056,2004
Vertebrado terrestre,Brotogeris tirica,-48.716389,-25.350278,2004
Vertebrado terrestre,Brotogeris chiriri,-50.08405,-23.12013167,2015
Vertebrado terrestre,Brotogeris chiriri,-52.87320667,-22.60156833,2015
Vertebrado terrestre,Brotogeris chiriri,-49.96680667,-23.18469,2015
Vertebrado terrestre,Brotogeris tirica,-51.23866667,-23.439385,2015
Vertebrado terrestre,Brotogeris chiriri,-50.009205,-23.22205,2015
Vertebrado terrestre,Sus scrofa,-53.86,-25.46,2009
Vertebrado terrestre,Canis familiaris,-53.86,-25.46,2009
Vertebrado terrestre,Felis catus,-53.86,-25.46,2009
Vertebrado terrestre,Lepus europaeus,-53.86,-25.46,2009
Vertebrado terrestre,Callithrix penicillata,-53.86,-25.46,2009
Vertebrado terrestre,Myocastor coypus,-53.86,-25.46,2009
Vertebrado terrestre,Sus scrofa,-53.86,-25.46,2016
Vertebrado terrestre,Canis familiaris,-53.86,-25.46,2016
Vertebrado terrestre,Felis catus,-53.86,-25.46,2016
Vertebrado terrestre,Lepus europaeus,-53.86,-25.46,2016
Vertebrado terrestre,Callithrix penicillata,-53.86,-25.46,2016
Vertebrado terrestre,Myocastor coypus,-53.86,-25.46,2016
Vertebrado terrestre,Sus scrofa,-52.3,-24,2013
Vertebrado terrestre,Canis familiaris,-52.3,-24,2013
Vertebrado terrestre,Felis catus,-52.3,-24,2013
Vertebrado terrestre,Lepus europaeus,-52.3,-24,2013
Vertebrado terrestre,Callithrix penicillata,-52.3,-24,2013
Vertebrado terrestre,Myocastor coypus,-52.3,-24,2013
Vertebrado terrestre,Sus scrofa,-48.8,-25.38,2011
Vertebrado terrestre,Canis familiaris,-48.8,-25.38,2011
Vertebrado terrestre,Felis catus,-48.8,-25.38,2011
Vertebrado terrestre,Lepus europaeus,-48.8,-25.38,2011
Vertebrado terrestre,Callithrix penicillata,-48.8,-25.38,2011
Vertebrado terrestre,Myocastor coypus,-48.8,-25.38,2011
Vertebrado terrestre,Sus scrofa,-48.63,-25.2,2011
Vertebrado terrestre,Canis familiaris,-48.63,-25.2,2011
Vertebrado terrestre,Felis catus,-48.63,-25.2,2011
Vertebrado terrestre,Lepus europaeus,-48.63,-25.2,2011
Vertebrado terrestre,Callithrix penicillata,-48.63,-25.2,2011
Vertebrado terrestre,Myocastor coypus,-48.63,-25.2,2011
Vertebrado terrestre,Sus scrofa,-48.48,-25.3,2011
Vertebrado terrestre,Canis familiaris,-48.48,-25.3,2011
Vertebrado terrestre,Felis catus,-48.48,-25.3,2011
Vertebrado terrestre,Lepus europaeus,-48.48,-25.3,2011
Vertebrado terrestre,Callithrix penicillata,-48.48,-25.3,2011
Vertebrado terrestre,Myocastor coypus,-48.48,-25.3,2011
Vertebrado terrestre,Sus scrofa,-48.29,-25.16,2012
Vertebrado terrestre,Canis familiaris,-48.29,-25.16,2012
Vertebrado terrestre,Felis catus,-48.29,-25.16,2012
Vertebrado terrestre,Lepus europaeus,-48.29,-25.16,2012
Vertebrado terrestre,Callithrix penicillata,-48.29,-25.16,2012
Vertebrado terrestre,Myocastor coypus,-48.29,-25.16,2012
Vertebrado terrestre,Sus scrofa,-53.64,-24.86,2016
Vertebrado terrestre,Canis familiaris,-53.64,-24.86,2016
Vertebrado terrestre,Felis catus,-53.64,-24.86,2016
Vertebrado terrestre,Lepus europaeus,-53.64,-24.86,2016
Vertebrado terrestre,Callithrix penicillata,-53.64,-24.86,2016
Vertebrado terrestre,Myocastor coypus,-53.64,-24.86,2016
Vertebrado terrestre,Sus scrofa,-53.35,-24.89,2014
Vertebrado terrestre,Canis familiaris,-53.35,-24.89,2014
Vertebrado terrestre,Felis catus,-53.35,-24.89,2014
Vertebrado terrestre,Lepus europaeus,-53.35,-24.89,2014
Vertebrado terrestre,Callithrix penicillata,-53.35,-24.89,2014
Vertebrado terrestre,Myocastor coypus,-53.35,-24.89,2014
Vertebrado terrestre,Sus scrofa,-53.37,-24.89,2014
Vertebrado terrestre,Canis familiaris,-53.37,-24.89,2014
Vertebrado terrestre,Felis catus,-53.37,-24.89,2014
Vertebrado terrestre,Lepus europaeus,-53.37,-24.89,2014
Vertebrado terrestre,Callithrix penicillata,-53.37,-24.89,2014
Vertebrado terrestre,Myocastor coypus,-53.37,-24.89,2014
Vertebrado terrestre,Sus scrofa,-53.35,-25,2013
Vertebrado terrestre,Canis familiaris,-53.35,-25,2013
Vertebrado terrestre,Felis catus,-53.35,-25,2013
Vertebrado terrestre,Lepus europaeus,-53.35,-25,2013
Vertebrado terrestre,Callithrix penicillata,-53.35,-25,2013
Vertebrado terrestre,Myocastor coypus,-53.35,-25,2013
Vertebrado terrestre,Sus scrofa,-53.34,-24.79,2014
Vertebrado terrestre,Canis familiaris,-53.34,-24.79,2014
Vertebrado terrestre,Felis catus,-53.34,-24.79,2014
Vertebrado terrestre,Lepus europaeus,-53.34,-24.79,2014
Vertebrado terrestre,Callithrix penicillata,-53.34,-24.79,2014
Vertebrado terrestre,Myocastor coypus,-53.34,-24.79,2014
Vertebrado terrestre,Sus scrofa,-53.29,-25,2013
Vertebrado terrestre,Canis familiaris,-53.29,-25,2013
Vertebrado terrestre,Felis catus,-53.29,-25,2013
Vertebrado terrestre,Lepus europaeus,-53.29,-25,2013
Vertebrado terrestre,Callithrix penicillata,-53.29,-25,2013
Vertebrado terrestre,Myocastor coypus,-53.29,-25,2013
Vertebrado terrestre,Sus scrofa,-53.51,-24.94,2014
Vertebrado terrestre,Canis familiaris,-53.51,-24.94,2014
Vertebrado terrestre,Felis catus,-53.51,-24.94,2014
Vertebrado terrestre,Lepus europaeus,-53.51,-24.94,2014
Vertebrado terrestre,Callithrix penicillata,-53.51,-24.94,2014
Vertebrado terrestre,Myocastor coypus,-53.51,-24.94,2014
Vertebrado terrestre,Sus scrofa,-53.43,-24.95,2013
Vertebrado terrestre,Canis familiaris,-53.43,-24.95,2013
Vertebrado terrestre,Felis catus,-53.43,-24.95,2013
Vertebrado terrestre,Lepus europaeus,-53.43,-24.95,2013
Vertebrado terrestre,Callithrix penicillata,-53.43,-24.95,2013
Vertebrado terrestre,Myocastor coypus,-53.43,-24.95,2013
Vertebrado terrestre,Sus scrofa,-53.44,-24.95,2013
Vertebrado terrestre,Canis familiaris,-53.44,-24.95,2013
Vertebrado terrestre,Felis catus,-53.44,-24.95,2013
Vertebrado terrestre,Lepus europaeus,-53.44,-24.95,2013
Vertebrado terrestre,Callithrix penicillata,-53.44,-24.95,2013
Vertebrado terrestre,Myocastor coypus,-53.44,-24.95,2013
Vertebrado terrestre,Myocastor coypus,-53.593545,-25.595756,2014
Planta terrestre,Archontophoenix cunninghamiana,-48.829071,-25.482748,2017
Planta terrestre,Archontophoenix cunninghamiana,-48.759313,-25.278056,2017
Planta terrestre,Ligustrum lucidum,-50.546086,-25.41123,2017
Planta terrestre,Livistona chinensis,-48.576023,-25.881906,2017
Planta terrestre,Morus nigra,-50.650946,-25.47003,2017
Planta terrestre,Morus nigra,-50.650946,-25.47003,2017
Planta terrestre,Morus nigra,-52.671136,-26.22972,2017
Vertebrado terrestre,Lepus europaeus,-50.58745,-24.418257,1998
Vertebrado terrestre,Mus musculus,-50.419717,-25835,2012
Vertebrado terrestre,Mus musculus,-50.419717,-25835,2015
Vertebrado terrestre,Sus scrofa,-50.510411,-25.2458,2012
Vertebrado terrestre,Myocastor coypus,-50.510411,-25.2458,2012
Vertebrado terrestre,Canis familiaris,-54.009722,-23.6975,2016
Vertebrado terrestre,Sus scrofa,-52.315833,-24.103611,2013
Vertebrado terrestre,Canis familiaris,-52.315833,-24.103611,2013
Vertebrado terrestre,Myocastor coypus,-52.315833,-24.103611,2013
Vertebrado terrestre,Sus scrofa,-52.315833,-24.103611,2013
Vertebrado terrestre,Canis familiaris,-52.315833,-24.103611,2013
Vertebrado terrestre,Lepus europaeus,-53.26168,-25.157891,2007
Vertebrado terrestre,Myocastor coypus,-53.26168,-25.157891,2007
Vertebrado terrestre,Lepus europaeus,-53.257778,-24.158611,2008
Vertebrado terrestre,Lepus europaeus,-51.60444444,-26.58305556,2002
Vertebrado terrestre,Lepus europaeus,-51.966667,-23.9,2004
Vertebrado terrestre,Lepus europaeus,-51.207239,-23.329948,2008
Vertebrado terrestre,Lepus europaeus,-51.207239,-23.329948,2008
Vertebrado terrestre,Myocastor coypus,-53.561111,-26.110278,2009
Vertebrado terrestre,Canis familiaris,-52.618624,-23.649252,2010
Vertebrado terrestre,Sus scrofa,-49.946922,-25.068187,2013
Vertebrado terrestre,Canis familiaris,-49.946922,-25.068187,2013
Vertebrado terrestre,Sus scrofa,-49.946922,-25.068187,2013
Vertebrado terrestre,Canis familiaris,-49.946922,-25.068187,2013
Vertebrado terrestre,Lepus europaeus,-49.946922,-25.068187,2013
Vertebrado terrestre,Lepus europaeus,-51.5912798,-25.9069489,2014
Vertebrado terrestre,Myocastor coypus,-51.5912798,-25.9069489,2014
Vertebrado terrestre,Myocastor coypus,-49.6496936,-25.4918826,2002
Vertebrado terrestre,Lepus europaeus,-49.6496936,-25.4918826,2002
Vertebrado terrestre,Lepus europaeus,-48.55665,-25.5916,2002
Vertebrado terrestre,Lepus europaeus,-52.6585799,-24.951924,2011
Vertebrado terrestre,Myocastor coypus,-51.8314829,-25.0785295,2017
Vertebrado terrestre,Lepus europaeus,-51.9666831,-25.6699713,2009
Vertebrado terrestre,Sus scrofa,-53.64653,-24.86859,2016
Vertebrado terrestre,Canis familiaris,-53.64653,-24.86859,2016
Vertebrado terrestre,Canis familiaris,-53.35859,-24.89016,2014
Vertebrado terrestre,Lepus europaeus,-53.35859,-24.89016,2014
Vertebrado terrestre,Canis familiaris,-53.35315,-25.00216,2013
Vertebrado terrestre,Lepus europaeus,-53.35315,-25.00216,2013
Vertebrado terrestre,Canis familiaris,-53.29168,-25.00817,2014
Vertebrado terrestre,Lepus europaeus,-53.29168,-25.00817,2013
Vertebrado terrestre,Canis familiaris,-53.29168,-25.00817,2013
Vertebrado terrestre,Myocastor coypus,-53.29168,-25.00817,2013
Vertebrado terrestre,Canis familiaris,-53.51146,-24.94387,2014
Vertebrado terrestre,Canis familiaris,-53.43196,-24.95144,2013
Vertebrado terrestre,Felis catus,-53.43196,-24.95144,2013
Vertebrado terrestre,Canis familiaris,-53.44147,-24.95881,2013
Vertebrado terrestre,Myocastor coypus,-53.44147,-24.95881,2013
Vertebrado terrestre,Canis familiaris,-53.7138,-25.12204,2016
Vertebrado terrestre,Myocastor coypus,-53.7138,-25.12204,2016
Vertebrado terrestre,Myocastor coypus,-53.138344,-25.440418,1997
Vertebrado terrestre,Callithrix penicillata,-53442,-24.95808,2013
Vertebrado terrestre,Callithrix jacchus,-53.43138,-24.95072,2013
Vertebrado terrestre,Callithrix penicillata,-53.43138,-24.95072,2013
Vertebrado terrestre,Callithrix jacchus,-53442,-24.95808,2013
Vertebrado terrestre,Callithrix jacchus,-49.310309,-25.426708,
Vertebrado terrestre,Callithrix jacchus,-49.114887,-25.532741,
Vertebrado terrestre,Callithrix penicillata,-49.114887,-25.532741,
Vertebrado terrestre,Callithrix jacchus,-49.3111621,-25.4205311,2002
Invertebrado terrestre,Aedes albopictus,-50.3175,-23.3036111111111,2014
Invertebrado terrestre,Apis mellifera,-50.3125277777778,-23.3005,2005
Invertebrado terrestre,Apis mellifera,-48.8101388888889,-24.68,2005
Planta aquatica,Hedychium coronarium,-48.9911111111111,-24.6572222222222,1975
Planta aquatica,Hedychium coronarium,-48.9911111111111,-24.6572222222222,2005
Vertebrado terrestre,Hemidactylus mabouia,-48.8101388888889,-24.68,1989
Vertebrado terrestre,Hemidactylus mabouia,-48.8101388888889,-24.68,2006
Planta terrestre,Morus nigra,-48.8101388888889,-24.68,2006
Planta terrestre,Pinus elliottii,-48.8101388888889,-24.68,2007
Planta terrestre,Pinus taeda,-48.8101388888889,-24.68,2007
Planta terrestre,Pteris vittata,-48.9911111111111,-24.6572222222222,1978
Planta terrestre,Pteris vittata,-48.9911111111111,-24.6572222222222,1976
Planta terrestre,Thunbergia alata,-48.9911111111111,-24.6572222222222,1972
Invertebrado terrestre,Apis mellifera,-49.3060555555556,-26103,2005
Planta terrestre,Pinus elliottii,-49.3060555555556,-26103,2007
Planta terrestre,Pinus elliottii,-49.3060555555556,-26103,2007
Planta terrestre,Pinus taeda,-49.3060555555556,-26103,2007
Invertebrado terrestre,Apis mellifera,-49.3000277777778,-25.2421111111111,2005
Planta terrestre,Lonicera japonica,-49.31,-25.3247222222222,1988
Planta terrestre,Musa ornata,-49.3169444444444,-25.2875,2006
Invertebrado terrestre,Aedes aegypti,-52.7086111111111,-24.7983333333333,2014
Invertebrado terrestre,Apis mellifera,-52.7098055555556,-24801,2005
Planta terrestre,Tecoma stans,-52.7098055555556,-24801,1999
Invertebrado terrestre,Aedes aegypti,-53.8966666666667,-23.8725,2014
Invertebrado terrestre,Apis mellifera,-53.8034444444444,-23.8376666666667,2005
Invertebrado aquatico,Corbicula fluminea,-53.8966666666667,-23.8725,2004
Planta terrestre,Tecoma stans,-53.8034444444444,-23.8376666666667,1999
Invertebrado terrestre,Aedes aegypti,-52.3355555555556,-23.1313888888889,2014
Invertebrado terrestre,Aedes albopictus,-52.3355555555556,-23.1313888888889,2014
Invertebrado terrestre,Apis mellifera,-52.2862777777778,-23.1166666666667,2005
Invertebrado aquatico,Corbicula fluminea,-52.3188888888889,-23.1288888888889,2005
Planta terrestre,Tecoma stans,-52.2862777777778,-23.1166666666667,1999
Invertebrado terrestre,Apis mellifera,-53374,-24.1568055555556,2005
Planta terrestre,Tecoma stans,-53374,-24.1568055555556,1999
Invertebrado terrestre,Aedes aegypti,-51.2319444444444,-22.78,2014
Invertebrado terrestre,Aedes albopictus,-51.2319444444444,-22.78,2014
Invertebrado terrestre,Apis mellifera,-51.2149444444444,-22.7551944444444,2005
Planta terrestre,Tecoma stans,-51.2149444444444,-22.7551944444444,1999
Invertebrado terrestre,Aedes aegypti,-52.7847222222222,-23.0955555555556,2014
Invertebrado terrestre,Aedes albopictus,-52.7847222222222,-23.0955555555556,2014
Invertebrado terrestre,Apis mellifera,-52.7867777777778,-23.0973611111111,2005
Invertebrado terrestre,Aedes aegypti,-53.4711111111111,-25.9169444444444,2014
Invertebrado terrestre,Aedes albopictus,-53.4711111111111,-25.9169444444444,2014
Invertebrado terrestre,Apis mellifera,-53.4199444444444,-25959,2005
Invertebrado terrestre,Aedes aegypti,-53.1347222222222,-24.6466666666667,2014
Invertebrado terrestre,Apis mellifera,-53.1333333333333,-24.6475833333333,2005
Planta terrestre,Tecoma stans,-53.1333333333333,-24.6475833333333,1999
Invertebrado terrestre,Aedes aegypti,-50.2283333333333,-23.0444444444444,2014
Invertebrado terrestre,Aedes albopictus,-50.2283333333333,-23.0444444444444,2014
Invertebrado terrestre,Apis mellifera,-50.2264166666667,-23.05175,2005
Vertebrado aquatico,Clarias gariepinus,-50.2283333333333,-23.0444444444444,1999
Vertebrado aquatico,Colossoma macropomum,-50.2283333333333,-23.0444444444444,1999
Vertebrado aquatico,Cyprinus carpio,-50.2283333333333,-23.0444444444444,1999
Vertebrado aquatico,Oreochromis niloticus,-50.2288888888889,-23.0505555555556,1999
Vertebrado aquatico,Piaractus mesopotamicus,-50.2283333333333,-23.0444444444444,1999
Vertebrado aquatico,Sorubim lima,-50.2283333333333,-23.0444444444444,
Planta terrestre,Tecoma stans,-50.2264166666667,-23.05175,1999
Invertebrado terrestre,Aedes aegypti,-51935,-23.2144444444444,2014
Invertebrado terrestre,Aedes albopictus,-51935,-23.2144444444444,2014
Invertebrado terrestre,Apis mellifera,-51.9173611111111,-23.1929166666667,2005
Invertebrado terrestre,Aedes albopictus,-48.7116666666667,-25.4297222222222,2014
Invertebrado terrestre,Apis mellifera,-48.7128888888889,-25.4301666666667,2005
Invertebrado marinho,Blackfordia virginica,-48.6505555555556,-25.3672222222222,2006
Planta terrestre,Centella asiatica,-48.7119444444444,-25.4286111111111,1982
Planta terrestre,Centella asiatica,-48.7119444444444,-25.4286111111111,1975
Planta aquatica,Hedychium coccineum,-48.7128888888889,-25.4301666666667,1986
Planta aquatica,Hedychium coccineum,-48.7128888888889,-25.4301666666667,1968
Planta aquatica,Hedychium coccineum,-48.7666666666667,-25.45,
Planta aquatica,Hedychium coronarium,-48.7119444444444,-25.4286111111111,1974
Planta aquatica,Hedychium coronarium,-48.7119444444444,-25.4286111111111,2005
Planta aquatica,Hedychium coronarium,-48.7119444444444,-25.4286111111111,2006
